Contract Number,Amount Vouchered,Amount Paid,Check/Item Date
494928,"35,114.00","35,114.00",5/25/2016
494928,"37,704.00","37,704.00",5/25/2016
50806,"7,000.00","7,000.00",5/25/2016
50806,"5,000.00","5,000.00",5/25/2016
50806,100.00,100.00,5/25/2016
50806,"2,007.50","2,007.50",5/25/2016
50806,592.50,592.50,5/25/2016
494928,"8,612.00","8,612.00",5/25/2016
51428,"14,801.81","14,801.81",5/27/2016
51720,"2,700.00","2,700.00",5/25/2016
51720,"2,700.00","2,700.00",5/25/2016
51711,"5,844.14","5,844.14",5/26/2016
51720,"2,700.00","2,700.00",5/25/2016
51720,"1,620.00","1,620.00",5/25/2016
51711,"9,390.00","9,390.00",5/26/2016
51720,630.00,630.00,5/25/2016
50561,716.36,716.36,5/26/2016
50561,"3,318.63","3,318.63",5/26/2016
51271,"52,515.20","52,515.20",5/26/2016
51636,"40,220.85","40,220.85",5/26/2016
51205,"22,126.34","22,126.34",5/27/2016
49638,"14,718.92","14,718.92",5/27/2016
49638,"3,445.25","3,445.25",5/27/2016
50561,"1,172.08","1,172.08",5/27/2016
51744,"48,750.00","48,750.00",5/27/2016
51744,"32,500.00","32,500.00",5/27/2016
51744,"65,000.00","65,000.00",5/27/2016
51744,"48,750.00","48,750.00",5/27/2016
51461,"14,703.84","14,703.84",5/31/2016
51161,"1,267.60","1,267.60",5/31/2016
51161,"2,466.41","2,466.41",5/31/2016
51161,"2,526.07","2,526.07",5/31/2016
51161,"1,272.11","1,272.11",5/31/2016
51161,"1,140.76","1,140.76",5/31/2016
51161,"43,377.00","43,377.00",5/31/2016
51244,796.00,796.00,6/2/2016
51463,"21,232.27","21,232.27",6/2/2016
51516,"3,893.11","3,893.11",6/2/2016
51537,605.26,605.26,6/2/2016
495040,"23,442.80","23,442.80",5/31/2016
50774,"51,974.97","51,974.97",6/1/2016
50918,"1,394.58","1,394.58",6/1/2016
49192,"25,465.75","25,465.75",6/1/2016
51504,"2,950.00","2,950.00",6/2/2016
51024,"7,500.00","7,500.00",6/2/2016
51024,725.85,725.85,6/2/2016
51394,260.00,260.00,6/2/2016
50496,"37,787.72","37,787.72",6/2/2016
50496,"31,502.06","31,502.06",6/2/2016
50841,"5,227.12","5,227.12",6/2/2016
50841,"11,550.00","11,550.00",6/2/2016
43457,"13,066.47","13,066.47",6/3/2016
51118,"14,618.00","14,618.00",6/3/2016
51548,"2,500.00","2,500.00",6/8/2016
51581,"2,500.00","2,500.00",6/8/2016
51488,"28,472.98","28,472.98",6/8/2016
51580,"2,500.00","2,500.00",6/8/2016
51636,"102,584.72","102,584.72",6/6/2016
50092,"8,398.99","8,398.99",6/6/2016
50503,"5,000.00","5,000.00",6/7/2016
51704,"12,500.00","12,500.00",6/7/2016
51156,"20,729.16","20,729.16",6/7/2016
51292,"884,052.08","884,052.08",6/7/2016
48831,360.00,360.00,6/8/2016
50168,"12,673.51","12,673.51",6/8/2016
50400,"12,360.46","12,360.46",6/8/2016
51470,"1,273.76","1,273.76",6/8/2016
51355,844.00,844.00,6/8/2016
48739,"2,336.76","2,336.76",6/8/2016
51165,"3,660.00","3,660.00",6/8/2016
51157,35.00,35.00,6/8/2016
51157,365.00,365.00,6/8/2016
51157,595.00,595.00,6/8/2016
49694,780.00,780.00,6/9/2016
51716,"2,160.00","2,160.00",6/9/2016
51716,135.00,135.00,6/9/2016
51716,810.00,810.00,6/9/2016
51716,360.00,360.00,6/9/2016
51180,"1,140.00","1,140.00",6/10/2016
495040,"64,311.55","64,311.55",6/10/2016
51464,"9,547.00","9,547.00",6/10/2016
51464,174.67,174.67,6/10/2016
51464,262.00,262.00,6/10/2016
51464,"10,075.00","10,075.00",6/10/2016
51118,"2,074.00","2,074.00",6/13/2016
51518,"5,080.13","5,080.13",6/13/2016
51394,240.00,240.00,6/13/2016
51500,"7,983.53","7,983.53",6/13/2016
51502,"6,362.50","6,362.50",6/13/2016
51502,"3,800.00","3,800.00",6/13/2016
51481,"2,500.00","2,500.00",6/13/2016
51622,717.41,717.41,6/15/2016
51622,717.41,717.41,6/15/2016
51314,"5,324.05","5,324.05",6/14/2016
46223,15.00,15.00,6/14/2016
51433,"3,396.29","3,396.29",6/14/2016
51276,"1,476.25","1,476.25",6/14/2016
51715,"1,080.00","1,080.00",6/14/2016
51172,"3,550.00","3,550.00",6/14/2016
51180,"2,759.94","2,759.94",6/14/2016
50585,"6,411.40","6,411.40",6/14/2016
50585,"28,006.81","28,006.81",6/14/2016
50585,824.41,824.41,6/14/2016
48972,"7,002.81","7,002.81",6/14/2016
49251,"1,100.00","1,100.00",6/14/2016
51391,"2,156.23","2,156.23",6/14/2016
51386,"10,792.58","10,792.58",6/14/2016
50561,528.22,528.22,6/15/2016
51491,"6,754.00","6,754.00",6/20/2016
51491,"8,415.00","8,415.00",6/20/2016
51584,"1,960.00","1,960.00",6/20/2016
51584,"4,040.00","4,040.00",6/20/2016
51683,"24,826.00","24,826.00",6/20/2016
51361,"3,397.71","3,397.71",6/16/2016
51648,"1,618.57","1,618.57",6/16/2016
50701,"40,035.00","40,035.00",6/16/2016
51361,"3,240.97","3,240.97",6/16/2016
51361,"2,809.63","2,809.63",6/16/2016
42275,"115,441.67","115,441.67",6/16/2016
51561,"1,900.00","1,900.00",6/17/2016
51561,"5,500.00","5,500.00",6/17/2016
51561,800.00,800.00,6/17/2016
50781,"247,006.64","247,006.64",6/20/2016
50935,"95,189.88","95,189.88",6/17/2016
50778,"7,112.58","7,112.58",6/17/2016
50778,"2,984.69","2,984.69",6/17/2016
50778,"3,836.98","3,836.98",6/17/2016
50778,"2,972.20","2,972.20",6/17/2016
50778,"2,911.24","2,911.24",6/17/2016
50918,"106,146.30","106,146.30",6/17/2016
50921,"3,055.00","3,055.00",6/17/2016
50921,"14,540.83","14,540.83",6/17/2016
50921,"14,158.33","14,158.33",6/17/2016
50921,222.84,222.84,6/17/2016
50921,"14,062.99","14,062.99",6/17/2016
50778,"3,367.16","3,367.16",6/20/2016
50778,"6,552.37","6,552.37",6/20/2016
50918,"2,876.68","2,876.68",6/20/2016
51148,"28,697.34","28,697.34",6/21/2016
50778,"30,175.94","30,175.94",6/21/2016
51226,"7,050.04","7,050.04",6/21/2016
50778,"8,943.51","8,943.51",6/21/2016
50707,"135,000.00","135,000.00",6/22/2016
51226,"22,388.20","22,388.20",6/22/2016
50806,"3,500.00","3,500.00",6/22/2016
50806,"3,000.00","3,000.00",6/22/2016
50806,"3,526.96","3,526.96",6/22/2016
50806,"3,385.00","3,385.00",6/22/2016
50806,900.00,900.00,6/22/2016
51508,128.01,128.01,6/23/2016
48970,"482,772.00","482,772.00",6/23/2016
48970,"164,267.79","164,267.79",6/23/2016
495040,"12,887.39","12,887.39",6/23/2016
50165,"42,989.50","42,989.50",6/23/2016
495040,"14,230.06","14,230.06",6/23/2016
495040,"3,250.87","3,250.87",6/23/2016
50679,"6,952.00","6,952.00",6/23/2016
51501,"4,500.00","4,500.00",6/27/2016
51583,"2,344.79","2,344.79",6/27/2016
51446,701.49,701.49,6/27/2016
495040,"14,739.36","14,739.36",6/23/2016
51451,"4,000.00","4,000.00",6/27/2016
51451,"2,500.00","2,500.00",6/27/2016
494928,"63,062.00","63,062.00",6/23/2016
494928,"14,560.00","14,560.00",6/23/2016
494928,"38,653.00","38,653.00",6/23/2016
495040,"2,617.96","2,617.96",6/23/2016
51451,"2,000.00","2,000.00",6/27/2016
50918,0.65,0.65,6/23/2016
50918,"4,081.79","4,081.79",6/23/2016
51457,"2,500.00","2,500.00",6/27/2016
45987,223.35,223.35,6/23/2016
51457,"2,500.00","2,500.00",6/27/2016
45987,"5,637.30","5,637.30",6/23/2016
51696,"2,500.00","2,500.00",6/27/2016
51711,"5,250.00","5,250.00",6/27/2016
51398,"9,681.25","9,681.25",6/23/2016
51156,0.10,0.10,6/23/2016
51156,"20,729.06","20,729.06",6/23/2016
51156,"20,729.16","20,729.16",6/23/2016
50778,"56,734.46","56,734.46",6/23/2016
50115,"24,257.41","24,257.41",6/24/2016
50115,"20,277.34","20,277.34",6/24/2016
51668,529.20,529.20,6/24/2016
51668,149.00,149.00,6/24/2016
50918,804.05,804.05,6/24/2016
48607,"4,616.78","4,616.78",6/24/2016
48607,"2,698.42","2,698.42",6/24/2016
51723,270.00,270.00,6/24/2016
50701,"28,270.00","28,270.00",6/24/2016
51385,"8,668.75","8,668.75",6/27/2016
51379,"14,300.93","14,300.93",6/27/2016
51260,"18,749.18","18,749.18",6/27/2016
51652,"1,710,318.86","1,710,318.86",6/24/2016
50767,"33,578.24","33,578.24",6/24/2016
51704,"12,500.00","12,500.00",6/27/2016
50701,"1,820.00","1,820.00",6/27/2016
51292,"567,434.39","567,434.39",6/27/2016
51260,"1,200.28","1,200.28",6/27/2016
51260,"5,887.11","5,887.11",6/27/2016
51260,"2,343.43","2,343.43",6/27/2016
51394,240.00,240.00,6/29/2016
51571,"2,500.00","2,500.00",6/29/2016
51571,"2,500.00","2,500.00",6/29/2016
51462,"5,321.26","5,321.26",6/29/2016
51462,"3,000.00","3,000.00",6/29/2016
51435,"4,643.62","4,643.62",6/29/2016
51514,"10,497.49","10,497.49",6/29/2016
51502,"5,637.50","5,637.50",6/29/2016
51313,"6,000.00","6,000.00",6/29/2016
51546,"2,500.00","2,500.00",6/29/2016
50679,"3,846.50","3,846.50",6/27/2016
51380,"22,362.39","22,362.39",6/27/2016
48607,"1,047.14","1,047.14",6/27/2016
51414,"9,279.69","9,279.69",6/28/2016
51377,859.33,859.33,6/28/2016
51348,"1,392.00","1,392.00",6/29/2016
50304,"2,724.50","2,724.50",6/29/2016
51532,"2,500.00","2,500.00",6/29/2016
51532,"3,000.00","3,000.00",6/29/2016
51425,"2,102.49","2,102.49",6/28/2016
51425,"2,098.49","2,098.49",6/28/2016
51226,"7,533.94","7,533.94",6/28/2016
51226,"7,969.28","7,969.28",6/28/2016
51731,"1,000.00","1,000.00",6/28/2016
51737,"1,000.00","1,000.00",6/28/2016
51527,"7,856.00","7,856.00",6/28/2016
50679,"1,238.00","1,238.00",6/28/2016
50679,"1,670.50","1,670.50",6/28/2016
50679,"8,142.64","8,142.64",6/28/2016
50679,"8,031.50","8,031.50",6/28/2016
50841,"6,007.31","6,007.31",6/29/2016
50918,"1,794.38","1,794.38",6/29/2016
51344,"25,968.89","25,968.89",7/1/2016
51409,"2,500.00","2,500.00",7/1/2016
51409,"2,500.00","2,500.00",7/1/2016
51394,75.00,75.00,7/1/2016
51394,106.00,106.00,7/1/2016
51415,"2,254.76","2,254.76",7/1/2016
51260,"4,039.03","4,039.03",6/30/2016
51260,"5,472.76","5,472.76",6/30/2016
51260,"6,983.67","6,983.67",6/30/2016
51366,"1,115.00","1,115.00",6/30/2016
46223,135.00,135.00,7/5/2016
51323,"2,907.50","2,907.50",7/1/2016
33531,"5,406.18","5,406.18",7/1/2016
33531,"206,294.11","206,294.11",7/1/2016
51260,"14,757.58","14,757.58",7/1/2016
51260,"4,495.11","4,495.11",7/1/2016
51669,"7,558.35","7,558.35",7/1/2016
51118,"5,396.00","5,396.00",7/1/2016
495040,"27,432.86","27,432.86",7/1/2016
49192,"29,153.75","29,153.75",7/1/2016
49251,"1,100.00","1,100.00",7/5/2016
49448,"5,000.00","5,000.00",7/5/2016
48970,"8,140.33","8,140.33",7/5/2016
51716,"3,780.00","3,780.00",7/5/2016
50115,"2,039.73","2,039.73",7/5/2016
48607,556.13,556.13,7/5/2016
48972,"4,792.16","4,792.16",7/6/2016
51649,100.00,100.00,7/6/2016
50720,"4,823.81","4,823.81",7/7/2016
50092,"8,398.99","8,398.99",7/7/2016
51355,844.00,844.00,7/7/2016
51156,"20,729.16","20,729.16",7/7/2016
51785,"143,400.00","143,400.00",7/7/2016
51303,"120,000.00","120,000.00",7/7/2016
495699,"20,000.00","20,000.00",7/6/2016
50141,"25,000.00","25,000.00",7/6/2016
43457,"10,638.04","10,638.04",7/8/2016
37975,"5,416.67","5,416.67",7/8/2016
49969,"1,611.00","1,611.00",7/8/2016
50825,"91,802.56","91,802.56",7/8/2016
51716,"1,800.00","1,800.00",7/8/2016
51772,500.00,500.00,7/8/2016
51772,500.00,500.00,7/8/2016
51772,500.00,500.00,7/8/2016
51772,500.00,500.00,7/8/2016
51772,500.00,500.00,7/8/2016
51772,"1,500.00","1,500.00",7/8/2016
51772,"1,500.00","1,500.00",7/8/2016
51772,"1,500.00","1,500.00",7/8/2016
51772,"1,500.00","1,500.00",7/8/2016
51576,"3,000.00","3,000.00",7/13/2016
51576,"2,000.00","2,000.00",7/13/2016
51576,804.33,804.33,7/13/2016
51576,804.34,804.34,7/13/2016
51328,157.09,157.09,7/13/2016
51328,"2,737.50","2,737.50",7/13/2016
51328,"4,616.41","4,616.41",7/13/2016
51569,"2,500.00","2,500.00",7/13/2016
51569,"5,000.00","5,000.00",7/13/2016
51533,"5,000.00","5,000.00",7/13/2016
51556,"2,500.00","2,500.00",7/13/2016
50841,"8,523.48","8,523.48",7/8/2016
51468,"1,733.51","1,733.51",7/13/2016
51726,"2,500.00","2,500.00",7/13/2016
50247,"120,964.37","120,964.37",7/8/2016
51726,"6,000.00","6,000.00",7/13/2016
51488,"1,234.36","1,234.36",7/13/2016
48739,"2,336.76","2,336.76",7/11/2016
51172,"5,200.00","5,200.00",7/11/2016
51732,968.33,968.33,7/11/2016
51415,"1,505.54","1,505.54",7/13/2016
51516,"4,346.50","4,346.50",7/13/2016
51583,"1,018.90","1,018.90",7/13/2016
51478,"3,000.00","3,000.00",7/13/2016
51478,"5,000.00","5,000.00",7/13/2016
51478,"3,000.00","3,000.00",7/13/2016
51024,"1,774.15","1,774.15",7/13/2016
51461,"11,505.77","11,505.77",7/13/2016
50527,"15,608.00","15,608.00",7/12/2016
50527,"15,608.00","15,608.00",7/12/2016
51729,442.59,442.59,7/12/2016
51722,"18,860.75","18,860.75",7/12/2016
51722,"12,225.50","12,225.50",7/12/2016
51722,"12,225.50","12,225.50",7/12/2016
51722,"12,225.50","12,225.50",7/12/2016
49694,"1,092.00","1,092.00",7/12/2016
51460,"22,068.80","22,068.80",7/14/2016
51530,"5,000.00","5,000.00",7/15/2016
51530,"2,500.00","2,500.00",7/15/2016
51522,"19,066.84","19,066.84",7/15/2016
51340,"21,631.58","21,631.58",7/15/2016
51648,475.07,475.07,7/13/2016
51276,"1,397.50","1,397.50",7/13/2016
50586,"15,551.50","15,551.50",7/13/2016
50503,"15,232.67","15,232.67",7/13/2016
50566,"2,279.95","2,279.95",7/13/2016
50566,"1,170.60","1,170.60",7/13/2016
50566,"12,198.37","12,198.37",7/13/2016
51205,"47,846.22","47,846.22",7/13/2016
47660,"2,500.00","2,500.00",7/13/2016
51508,428.02,428.02,7/15/2016
51323,"5,143.20","5,143.20",7/15/2016
51758,"2,781.00","2,781.00",7/15/2016
51758,"2,781.00","2,781.00",7/15/2016
51730,887.73,887.73,7/15/2016
46939,"2,114.94","2,114.94",7/15/2016
46939,528.73,528.73,7/15/2016
46939,"5,894.62","5,894.62",7/15/2016
46939,"1,473.65","1,473.65",7/15/2016
50715,957.58,957.58,7/15/2016
50715,898.18,898.18,7/15/2016
49448,"5,000.00","5,000.00",7/15/2016
51175,"68,746.25","68,746.25",7/15/2016
42011,"1,500.00","1,500.00",7/18/2016
51561,"2,750.00","2,750.00",7/18/2016
51733,928.25,928.25,7/18/2016
495795,832.00,832.00,7/18/2016
50503,"102,673.77","102,673.77",7/18/2016
50503,"42,529.23","42,529.23",7/18/2016
51226,"6,144.70","6,144.70",7/18/2016
51226,"49,928.14","49,928.14",7/18/2016
48201,"15,854.57","15,854.57",7/18/2016
50400,"12,360.46","12,360.46",7/19/2016
50574,"10,055.00","10,055.00",7/19/2016
50574,"16,553.00","16,553.00",7/19/2016
51170,360.00,360.00,7/19/2016
51535,"92,424.39","92,424.39",7/18/2016
51535,"84,730.17","84,730.17",7/18/2016
51170,625.00,625.00,7/19/2016
51165,"3,720.00","3,720.00",7/19/2016
51157,105.00,105.00,7/19/2016
51157,405.00,405.00,7/19/2016
51157,35.00,35.00,7/19/2016
51157,925.00,925.00,7/19/2016
51157,420.00,420.00,7/19/2016
51157,345.00,345.00,7/19/2016
51734,948.16,948.16,7/19/2016
50778,"104,685.69","104,685.69",7/19/2016
50561,"4,320.09","4,320.09",7/19/2016
42011,"1,500.00","1,500.00",7/20/2016
51680,"7,109.54","7,109.54",7/22/2016
51680,"2,800.00","2,800.00",7/22/2016
51408,725.48,725.48,7/22/2016
51408,725.48,725.48,7/22/2016
51408,725.48,725.48,7/22/2016
51408,725.48,725.48,7/22/2016
51408,725.48,725.48,7/22/2016
51408,480.34,480.34,7/22/2016
51408,245.14,245.14,7/22/2016
51501,"4,500.00","4,500.00",7/22/2016
51435,"2,000.00","2,000.00",7/22/2016
51462,"3,000.00","3,000.00",7/22/2016
51348,"1,124.50","1,124.50",7/22/2016
51537,322.60,322.60,7/22/2016
51516,"4,882.09","4,882.09",7/22/2016
51537,605.26,605.26,7/22/2016
51394,433.00,433.00,7/22/2016
51432,"31,724.73","31,724.73",7/22/2016
51504,"6,094.00","6,094.00",7/22/2016
51413,"5,062.55","5,062.55",7/22/2016
51379,"9,093.03","9,093.03",7/21/2016
51392,750.00,750.00,7/21/2016
51385,"13,818.75","13,818.75",7/21/2016
51126,"10,200.00","10,200.00",7/22/2016
51126,300.00,300.00,7/22/2016
51126,"5,000.00","5,000.00",7/22/2016
51692,"3,644.90","3,644.90",7/22/2016
51692,"1,052.37","1,052.37",7/22/2016
51514,"14,147.09","14,147.09",7/22/2016
51669,"2,943.98","2,943.98",7/22/2016
50561,"16,620.56","16,620.56",7/22/2016
50561,"3,249.17","3,249.17",7/22/2016
50561,"13,918.60","13,918.60",7/22/2016
48970,"482,772.00","482,772.00",7/22/2016
48970,"236,002.23","236,002.23",7/22/2016
51441,"3,451.94","3,451.94",7/22/2016
51441,"1,833.06","1,833.06",7/22/2016
50506,"39,995.00","39,995.00",7/25/2016
47794,"20,400.00","20,400.00",7/25/2016
51435,"1,267.67","1,267.67",7/26/2016
51389,"12,207.82","12,207.82",7/26/2016
42275,"115,441.67","115,441.67",7/26/2016
51535,"80,997.04","80,997.04",7/27/2016
51535,"122,338.98","122,338.98",7/27/2016
51535,"89,325.90","89,325.90",7/27/2016
51535,"89,550.14","89,550.14",7/27/2016
50806,"3,500.00","3,500.00",7/27/2016
50806,"3,400.00","3,400.00",7/27/2016
50806,"3,230.00","3,230.00",7/27/2016
50806,767.50,767.50,7/27/2016
51691,"14,493.18","14,493.18",7/27/2016
51208,"41,604.86","41,604.86",7/27/2016
51088,"12,398.00","12,398.00",7/27/2016
51088,998.00,998.00,7/27/2016
51088,998.00,998.00,7/27/2016
51088,998.00,998.00,7/27/2016
51088,998.00,998.00,7/27/2016
51704,"12,500.00","12,500.00",7/28/2016
51380,"20,517.55","20,517.55",7/28/2016
51380,"27,190.71","27,190.71",7/28/2016
51717,540.00,540.00,7/28/2016
48739,"2,336.76","2,336.76",7/28/2016
50115,"2,148.70","2,148.70",7/28/2016
50115,"2,298.70","2,298.70",7/28/2016
48201,"7,616.71","7,616.71",7/28/2016
51148,"207,966.56","207,966.56",7/28/2016
50778,"54,656.29","54,656.29",7/28/2016
51495,"10,000.00","10,000.00",7/29/2016
51491,"9,823.00","9,823.00",7/29/2016
51660,500.00,500.00,7/29/2016
51557,"22,899.97","22,899.97",7/29/2016
51461,"11,471.19","11,471.19",7/29/2016
51382,"40,255.15","40,255.15",7/29/2016
51636,"99,320.25","99,320.25",7/29/2016
46223,712.50,712.50,7/29/2016
46223,930.00,930.00,7/29/2016
51761,"190,000.00","190,000.00",7/29/2016
51761,"49,624.29","49,624.29",7/29/2016
48201,"24,291.37","24,291.37",7/29/2016
49192,"33,438.25","33,438.25",7/29/2016
51185,"1,895.30","1,895.30",7/29/2016
50799,644.73,644.73,7/29/2016
50799,"15,412.39","15,412.39",7/29/2016
50799,"2,967.17","2,967.17",7/29/2016
50799,"7,709.42","7,709.42",7/29/2016
50799,"7,338.90","7,338.90",7/29/2016
50799,"4,860.20","4,860.20",7/29/2016
50799,"4,498.70","4,498.70",7/29/2016
50799,"4,338.74","4,338.74",7/29/2016
50799,"15,202.75","15,202.75",7/29/2016
50799,"12,027.00","12,027.00",7/29/2016
50910,"4,192.45","4,192.45",7/29/2016
50910,"8,442.50","8,442.50",7/29/2016
50910,"25,435.50","25,435.50",7/29/2016
50910,"44,941.00","44,941.00",7/29/2016
50910,"10,554.50","10,554.50",7/29/2016
50910,"8,500.00","8,500.00",7/29/2016
50910,"39,562.50","39,562.50",7/29/2016
50910,"2,975.00","2,975.00",7/29/2016
50910,"53,385.00","53,385.00",7/29/2016
50910,"17,387.45","17,387.45",7/29/2016
50910,"5,683.10","5,683.10",7/29/2016
50910,"5,465.00","5,465.00",7/29/2016
50910,"11,307.50","11,307.50",7/29/2016
50910,"24,481.26","24,481.26",7/29/2016
50910,"28,852.50","28,852.50",7/29/2016
50910,"5,773.60","5,773.60",7/29/2016
50778,"19,166.18","19,166.18",8/1/2016
50778,331.14,331.14,8/1/2016
50778,0.20,0.20,8/1/2016
50708,"15,339.78","15,339.78",8/1/2016
50708,"21,817.22","21,817.22",8/1/2016
51330,"158,664.00","158,664.00",8/1/2016
51679,"10,000.00","10,000.00",8/1/2016
49252,"519,809.86","519,809.86",8/1/2016
37975,"5,416.67","5,416.67",8/1/2016
51097,"330,738.36","330,738.36",8/1/2016
51668,"9,590.09","9,590.09",8/1/2016
51355,742.00,742.00,8/1/2016
50935,"95,189.88","95,189.88",7/29/2016
51292,"789,434.13","789,434.13",8/2/2016
50918,"1,668.55","1,668.55",8/2/2016
50918,"1,252.54","1,252.54",8/2/2016
50918,263.34,263.34,8/2/2016
50918,"1,920.29","1,920.29",8/2/2016
51728,987.56,987.56,8/2/2016
51386,"21,494.36","21,494.36",8/2/2016
50092,"8,398.99","8,398.99",8/2/2016
48607,"1,839.40","1,839.40",8/3/2016
48607,"2,030.37","2,030.37",8/3/2016
50918,976.63,976.63,8/3/2016
50915,250.00,250.00,8/3/2016
50918,"28,430.68","28,430.68",8/3/2016
50579,"6,200.00","6,200.00",8/3/2016
50579,"36,755.00","36,755.00",8/3/2016
51717,"1,350.00","1,350.00",8/3/2016
51271,"71,864.10","71,864.10",8/3/2016
51154,"2,225.42","2,225.42",8/4/2016
51394,"1,915.64","1,915.64",8/4/2016
51497,"2,500.00","2,500.00",8/4/2016
51497,"2,500.00","2,500.00",8/4/2016
51722,"12,225.50","12,225.50",8/4/2016
50701,"38,001.20","38,001.20",8/4/2016
50918,"7,921.80","7,921.80",8/4/2016
51323,"5,656.10","5,656.10",8/4/2016
50708,"45,398.11","45,398.11",8/4/2016
51636,"163,331.92","163,331.92",8/4/2016
51804,"1,000.00","1,000.00",8/4/2016
51157,500.00,500.00,8/5/2016
51157,865.00,865.00,8/5/2016
51157,385.00,385.00,8/5/2016
51157,105.00,105.00,8/5/2016
51157,175.00,175.00,8/5/2016
51170,"1,260.00","1,260.00",8/5/2016
50778,"10,000.00","10,000.00",8/4/2016
43457,"14,001.76","14,001.76",8/5/2016
51208,"3,328.00","3,328.00",8/5/2016
51208,"36,500.00","36,500.00",8/5/2016
50774,"193,445.75","193,445.75",8/5/2016
51156,"20,729.16","20,729.16",8/5/2016
51088,998.00,998.00,8/5/2016
50561,"1,364.95","1,364.95",8/5/2016
50561,"10,888.39","10,888.39",8/5/2016
49251,"1,100.00","1,100.00",8/8/2016
51508,248.02,248.02,8/8/2016
48972,"4,792.16","4,792.16",8/8/2016
51464,203.78,203.78,8/8/2016
51464,"9,991.71","9,991.71",8/8/2016
51464,"10,075.00","10,075.00",8/8/2016
51464,262.00,262.00,8/8/2016
51464,"9,463.70","9,463.70",8/8/2016
51464,"9,547.00","9,547.00",8/8/2016
51575,"51,468.95","51,468.95",8/9/2016
51276,97.11,97.11,8/9/2016
51276,380.39,380.39,8/9/2016
50806,"3,500.00","3,500.00",8/9/2016
50806,"3,400.00","3,400.00",8/9/2016
50806,750.00,750.00,8/9/2016
50806,"1,462.50","1,462.50",8/9/2016
51391,"1,994.73","1,994.73",8/10/2016
51765,"15,950.00","15,950.00",8/10/2016
42011,"2,747.38","2,747.38",8/10/2016
49694,832.00,832.00,8/10/2016
51718,"5,130.00","5,130.00",8/10/2016
51394,130.00,130.00,8/12/2016
51394,318.00,318.00,8/12/2016
51415,"1,239.70","1,239.70",8/12/2016
51415,365.05,365.05,8/12/2016
51316,"8,814.27","8,814.27",8/12/2016
51518,"4,502.97","4,502.97",8/12/2016
51518,"4,396.44","4,396.44",8/12/2016
51518,"3,990.92","3,990.92",8/12/2016
51045,"18,050.24","18,050.24",8/12/2016
51397,"20,115.84","20,115.84",8/12/2016
51344,"10,995.41","10,995.41",8/12/2016
51786,"71,000.00","71,000.00",8/11/2016
50781,"99,654.50","99,654.50",8/11/2016
51425,"2,002.61","2,002.61",8/11/2016
51517,"7,425.00","7,425.00",8/11/2016
51423,232.04,232.04,8/11/2016
51423,"1,122.57","1,122.57",8/11/2016
51357,"2,083.34","2,083.34",8/11/2016
51357,"2,083.34","2,083.34",8/11/2016
51357,"2,083.34","2,083.34",8/11/2016
51357,"2,083.34","2,083.34",8/11/2016
51357,"2,083.34","2,083.34",8/11/2016
51357,"2,083.34","2,083.34",8/11/2016
51357,"2,083.26","2,083.26",8/11/2016
50566,"7,886.98","7,886.98",8/11/2016
50566,"22,609.71","22,609.71",8/11/2016
51205,"36,295.34","36,295.34",8/11/2016
50585,"1,475.86","1,475.86",8/11/2016
50585,368.96,368.96,8/11/2016
51789,"1,000.00","1,000.00",8/12/2016
51798,"7,000.00","7,000.00",8/12/2016
51759,600.50,600.50,8/12/2016
50708,"9,100.78","9,100.78",8/12/2016
51636,"73,634.72","73,634.72",8/12/2016
49448,"5,000.00","5,000.00",8/15/2016
51292,"320,717.04","320,717.04",8/17/2016
50778,"12,302.05","12,302.05",8/17/2016
50778,664.71,664.71,8/17/2016
495787,"6,910.00","6,910.00",8/17/2016
495808,"4,720.00","4,720.00",8/17/2016
51704,"12,500.00","12,500.00",8/17/2016
51648,"1,443.64","1,443.64",8/17/2016
51398,"10,406.25","10,406.25",8/17/2016
50527,"15,608.00","15,608.00",8/17/2016
51493,"2,500.00","2,500.00",8/22/2016
51493,"1,666.00","1,666.00",8/22/2016
51408,"2,500.00","2,500.00",8/22/2016
51408,"1,852.94","1,852.94",8/22/2016
51449,"2,700.00","2,700.00",8/22/2016
51435,732.33,732.33,8/22/2016
51435,"27,121.09","27,121.09",8/22/2016
51435,"5,133.44","5,133.44",8/22/2016
51394,413.00,413.00,8/22/2016
51501,"4,500.00","4,500.00",8/22/2016
51416,"3,000.00","3,000.00",8/22/2016
51416,"2,500.00","2,500.00",8/22/2016
51746,"14,600.00","14,600.00",8/22/2016
51446,"1,083.57","1,083.57",8/22/2016
50562,"20,299.71","20,299.71",8/18/2016
50562,"10,880.54","10,880.54",8/18/2016
51251,"2,090.32","2,090.32",8/18/2016
50545,"6,760.00","6,760.00",8/18/2016
50027,"1,334.14","1,334.14",8/19/2016
50027,"4,417.28","4,417.28",8/19/2016
51715,"3,780.00","3,780.00",8/19/2016
51172,"6,650.00","6,650.00",8/19/2016
48970,"178,047.02","178,047.02",8/19/2016
48970,"482,772.00","482,772.00",8/19/2016
51772,"1,500.00","1,500.00",8/22/2016
51772,"1,500.00","1,500.00",8/22/2016
51772,"1,500.00","1,500.00",8/22/2016
51772,"1,500.00","1,500.00",8/22/2016
51360,"3,000.00","3,000.00",8/22/2016
51360,"2,250.00","2,250.00",8/22/2016
50506,"54,759.50","54,759.50",8/22/2016
51593,"127,033.30","127,033.30",8/22/2016
